	ko1	ko2	ko3	wt1	wt2	wt3
1451666_at	10.23	10.34	11.23	11.82	11.89	10.02
1424734_at	2.6	2.84	3.86	4.53	4.51	2.65
1421668_x_at	3.51	3.42	4.75	5.48	5.47	3.65
1421296_at	3.01	3.22	4.44	4.89	4.91	3.12
1443995_at	3.22	3.16	4.41	5.01	4.84	3.12
1427729_at	2.51	2.5	3.65	4.36	4.13	2.5
1420700_s_at	7.44	7.16	9.21	8.76	8.3	7.22
1418065_at	3.29	3.37	4.27	5.16	4.78	3.18
1450988_at	3.09	3.19	4.5	4.86	4.92	3.02
1424709_at	3.75	3.65	4.81	5.41	5.47	3.49
1434230_at	7.75	7.84	9.17	9.61	9.47	7.9
1446112_at	2.37	2.42	3.59	4.08	4.12	2.41
1442298_at	3.52	3.72	4.66	5.31	5.35	3.99
1429965_at	2.85	2.75	4.08	4.36	4.44	2.63
1426872_at	5.72	5.51	6.62	7.4	7.41	5.58
1452002_at	5.64	5.81	7.08	7.65	7.39	5.75
1426575_at	6.83	6.8	7.88	9.03	8.89	7
1451306_at	8.11	8.02	9.47	9.98	9.92	8.12
1439140_at	2.97	3.02	4.19	4.77	4.71	2.87
1460397_at	6.62	6.94	8.2	8.64	8.43	6.69
1453885_at	3.48	3.49	4.83	5.4	5.19	3.2
1444179_at	3.42	3.39	4.4	5.09	5.19	3.45
1457379_at	4.28	4.4	5.31	5.99	5.87	4.17
1425813_at	2.62	2.51	3.72	4.27	4.13	2.35
1420423_at	5.16	5.29	6.37	6.93	6.92	5.21
1440281_at	3.31	3.59	4.49	5.42	5.13	3.46
1426152_a_at	4.08	3.8	5.22	5.35	5.68	3.69
1455097_at	6.69	6.41	7.79	8.51	8.44	6.56
1430668_a_at	5.62	5.8	6.99	7.74	7.5	5.71
1430931_at	2.7	3.06	3.95	4.5	4.73	2.8
1441043_at	2.89	2.94	4.01	4.76	4.68	2.94
1419000_at	2.99	2.98	4.09	4.89	4.76	3.08
1446302_at	2.83	2.78	3.82	4.4	4.26	2.55
1429427_s_at	2.32	2.25	3.35	4.19	3.88	2.18
1425451_s_at	3.22	3.17	4.14	5.01	4.82	3.12
1459843_s_at	4.82	4.67	6.14	6.97	7.16	4.96
1455976_x_at	9.84	9.72	10.83	11.65	11.68	9.83
1439025_at	5.2	5.18	6.47	6.83	6.78	4.97
1416582_a_at	6.22	6.22	7.42	8.24	8.15	6.52
1439862_at	2.68	2.92	4.05	4.5	4.54	2.67
1423828_at	9.85	10.19	11.05	11.2	11.4	9.53
1458372_at	6.66	6.6	7.78	8.45	8.35	6.78
1459253_at	3.48	2.91	4.48	4.71	4.94	3.45
1458242_at	2.32	2.27	3.78	4.28	4.14	2.28
1425329_a_at	6.67	6.71	8.02	8.5	8.49	6.7
1452076_at	6.11	6.46	7.73	8.29	7.86	6.48
1443481_at	3.61	3.73	5.06	5.42	5.26	3.35
1429661_at	2.35	2.25	3.31	3.99	3.94	2.15
1416068_at	10.19	10.2	11.27	11.82	11.7	10.02
1452728_at	3.21	3.19	4.42	4.97	4.95	3.15
1438295_at	2.84	2.82	3.97	4.74	4.51	2.76
1434328_at	7.73	7.93	8.38	8.94	8.83	7.09
1416180_a_at	8.34	8.29	9.88	10.24	9.95	8.22
1444050_at	2.86	2.85	4.07	4.48	4.5	2.84
1453629_at	3.36	3.38	4.53	5.17	5.19	3.44
1419627_s_at	2.6	2.69	3.8	4.15	4.31	2.41
1435767_at	3.05	3.23	4.38	4.73	4.68	3.01
1440543_at	3.06	3.15	4.4	4.76	4.85	3.21
1458434_at	2.2	2.23	3.45	3.97	3.93	2.19
1417165_at	9.5	9.61	10.79	11.36	11.34	9.54
1453953_at	3.11	3.16	4.38	4.86	4.94	3.1
1442093_at	2.66	2.49	4.23	4.58	4.19	2.52
1427454_at	3.21	3.53	4.78	5.09	5.14	3.12
1427573_at	3.16	3.16	4.54	5.22	5.13	3.37
1431840_at	4.57	4.49	5.68	6.33	6.33	4.63
1417711_at	3.6	3.77	5.01	5.5	5.36	3.66
1420712_a_at	3.67	3.7	4.69	5.24	5.26	3.66
1432324_at	3.56	3.73	4.79	5.51	5.32	3.62
1425608_at	4.96	4.79	6.28	6.25	6.31	4.46
1433667_at	2.6	2.74	3.78	4.28	4.19	2.45
1445741_at	2.75	3	4.34	4.81	4.65	3.03
1430182_a_at	2.23	2.27	3.49	4.1	3.99	2.37
1439325_at	3.68	3.87	4.82	5.57	5.32	3.99
1418069_at	3.14	3.28	4.41	4.86	4.96	3.09
1452735_at	8.2	8.16	9.27	10.12	10.07	8.33
1440137_at	2.56	2.73	3.97	4.63	4.44	2.84
1427440_a_at	3.31	3.16	4.36	5.14	4.92	3.18
1456273_x_at	3.38	3.61	4.85	5.47	5.31	3.82
1448886_at	5.28	7.16	8.43	6.86	6.31	5.52
1417928_at	3.04	2.97	4.29	4.52	4.47	2.73
1429554_at	8.44	8.39	9.74	10.19	10.22	8.5
1440175_at	2.41	2.41	3.63	4.1	4.12	2.23
1425797_a_at	2.64	2.61	3.95	4.33	4.31	2.57
1457188_at	2.59	2.73	4.01	4.66	4.55	3.04
1455773_at	6.25	4.82	7.59	7.44	7.52	6.88
1427192_a_at	8.38	8.41	9.65	10.21	10.07	8.4
1420570_x_at	9.64	9.42	10.64	11.56	11.57	9.8
1455375_at	3.15	3.14	4.34	4.84	4.65	2.95
1421840_at	6.42	5.85	6.73	8.47	8.19	6.73
1421354_at	2.87	2.86	4.24	4.72	4.69	2.89
1438872_at	2.37	2.4	3.65	4.22	4.07	2.31
1458307_at	2.48	2.53	3.73	4.13	4.24	2.42
1435483_x_at	4.73	5.19	6.66	7.43	7.07	5.3
1418792_at	3.06	2.81	4.17	5	4.72	2.89
1440676_at	2.72	2.93	3.99	4.51	4.57	2.69
1424631_a_at	3.97	3.67	5.01	6.12	6	3.81
1446863_at	2.53	2.53	3.94	4.18	4.12	2.38
1437936_at	2.83	2.8	3.99	4.62	4.53	2.85
1446415_at	3.03	2.82	4.13	4.76	4.53	2.99
1424626_at	2.74	2.62	3.88	4.55	4.48	2.64
1444561_at	2.06	1.98	3.32	3.8	3.83	2.22
1417285_a_at	9.34	9.37	10.53	11.08	10.92	9.31
1432599_at	2.63	2.75	3.85	4.58	4.34	2.74
1427399_a_at	2.5	2.67	3.75	4.46	4.39	2.61
1447515_at	2.9	3.08	4.14	4.87	4.71	3.05
1436408_at	3.5	3.25	4.68	5.19	5.12	3.45
1428774_at	2.84	2.86	3.94	4.58	4.67	2.88
1433541_a_at	9.57	9.61	10.86	11.33	11.27	9.57
1459776_x_at	4.5	4.44	5.57	6.3	6.04	4.22
1453824_at	4.16	4.31	5.49	6.13	6.13	4.36
1437687_x_at	2.26	2.38	3.69	3.92	3.93	2.25
1420349_at	2.71	2.81	4.03	4.49	4.51	2.68
1418391_at	6.18	5.92	7.1	7.83	7.59	6.02
1450464_at	5.53	5.66	6.59	7.3	7.18	5.6
1442832_at	2.94	3.07	4.13	4.75	4.61	2.82
1453836_a_at	7.71	7.56	8.62	9.25	9.07	7.47
1441098_at	3.55	3.68	4.72	5.36	5.45	3.64
1428157_at	4.55	4.32	5.46	6.72	6.66	4.7
1440339_at	2.47	2.58	3.78	4.37	4.09	2.46
1436563_at	2.72	2.54	3.87	4.31	4.6	2.42
1459613_at	2.45	2.33	3.46	4.19	4.18	2.28
1433538_at	6.17	6.33	7.52	8.2	7.96	6.13
1441370_at	2.71	2.66	3.88	4.57	4.26	2.58
1432368_at	3.01	3.33	4.61	5.1	5.13	3.36
1425999_at	2.19	2.16	3.19	3.91	3.96	2.01
1445386_at	2.8	2.97	4.11	4.65	4.53	2.81
1433163_at	5.08	4.98	6.05	6.79	6.84	4.97
1429994_s_at	2.44	2.51	3.76	4.32	4.29	2.47
1420043_s_at	2.9	3.06	4.1	4.62	4.68	2.86
1431325_at	2.61	2.87	3.89	4.65	4.45	2.5
1442042_at	4.69	4.82	6.23	6.83	6.68	5.01
1458584_at	2.97	2.82	4.03	4.51	4.5	2.84
1432420_a_at	3.08	3.16	4.38	4.81	4.95	2.96
1444091_a_at	4.93	4.93	6.82	6.34	6.62	4.97
1432492_a_at	4.53	4.8	5.61	6.49	6.55	4.64
1451408_at	6.67	6.56	7.99	8.44	8.02	6.53
1450102_a_at	8.2	8.35	9.68	10.18	10.05	8.36
1443126_at	2.79	2.69	3.92	4.54	4.49	2.93
1442755_at	2.54	2.49	3.85	4.33	4.22	2.55
1445751_at	2.78	2.64	3.84	4.6	4.52	2.93
1449083_at	5.65	5.77	6.78	7.19	6.73	5.35
1434020_at	9.09	8.96	10.93	10.51	10.54	9.38
1453424_at	4.06	3.5	5.08	5.54	5.23	3.53
1453048_at	6.82	6.83	8.13	8.49	8.35	6.72
1421442_at	4.38	4.27	5.48	6.09	6	4.07
1448270_at	8.6	8.94	10.01	10.48	10.49	8.58
1446985_at	3.07	2.96	4.1	4.85	4.77	2.99
1457646_at	2.43	2.56	3.87	4.33	4.35	2.48
1437145_s_at	7.22	7.29	8.43	9.04	9.08	7.26
1438695_at	6.88	7.15	8.31	8.64	8.73	6.84
1432448_at	3.74	3.65	4.79	5.35	5.4	3.61
1452115_a_at	6.98	6.85	8.1	8.95	8.73	6.95
1418568_x_at	9.97	9.99	10.99	11.65	11.44	9.83
1440430_at	2.53	2.89	3.71	4.47	4.49	2.72
1448523_at	5.61	5.75	6.92	7.43	7.37	5.59
1454603_a_at	8.63	8.44	9.73	10.29	10.19	8.47
1417704_a_at	2.56	2.72	4.05	4.36	4.25	2.64
1453113_at	4.58	4.4	5.36	6.58	6.35	4.71
1432633_at	3.45	3.45	4.48	4.94	4.98	3.17
1447807_s_at	3.25	3.53	4.46	5.47	5.18	3.27
1456627_at	2.75	2.73	4	4.5	4.55	2.78
1428406_s_at	7.29	7.04	8.53	9	9.07	7.29
1443657_at	2.55	2.54	4.05	4.08	4.25	2.61
1433455_at	5.44	5.54	6.76	7.06	7.15	5.31
1416334_at	3.74	3.53	4.86	5.41	5.36	3.24
1431551_at	3.06	2.87	4.27	4.79	4.56	2.97
1458915_at	3.33	2.86	4.57	4.73	4.92	2.94
1441940_x_at	4.19	4.09	5.08	5.95	5.82	3.99
1442848_at	2.36	2.31	3.55	4.29	4.05	2.38
1452403_a_at	3.5	3.8	4.75	5.32	5.29	3.67
1428104_at	9.17	9.07	10.34	10.97	10.91	9.15
1452597_at	8.4	8.42	9.64	9.99	9.99	8.35
1446730_at	2.89	2.92	4.23	4.76	4.82	2.93
1423805_at	2.32	2.39	3.63	4.17	4.07	2.45
1437863_at	2.24	2.26	3.41	4.05	4.06	2.19
1445064_at	2.71	2.88	4.04	4.57	4.49	2.81
1445822_at	2.82	2.94	3.84	4.61	4.44	2.64
1440180_x_at	3.87	4.3	4.85	5.55	5.45	3.78
1439945_at	2.82	2.96	4.17	4.75	4.81	2.93
1451325_at	4.11	3.97	5.05	5.57	5.53	3.84
1415918_a_at	12.16	12.13	13.19	13.9	13.89	12.07
1459030_at	2.4	2.41	3.72	4.15	4.11	2.28
1436769_at	2.4	2.2	3.59	4.31	3.9	2.18
1433924_at	2.29	2.58	3.96	4.25	4.18	2.42
1458091_at	2.26	2.37	3.51	4.15	3.95	2.44
1454700_at	4.74	4.98	6.28	6.22	6.41	4.45
1455741_a_at	6.91	7.19	8.61	8.16	8.28	6.73
1424668_a_at	3.64	3.36	4.37	5.3	5.17	3.43
dummy1	0.99	9.01	15.23	14.77	1.72	2.97
1423322_at	7.92	8.07	9.31	9.58	9.52	7.8
1423071_x_at	4.02	4.06	4.82	5.78	5.63	3.77
1459397_at	2.43	2.56	3.66	4.26	4.26	2.43
1447474_at	3.41	3.55	4.8	5.55	5.44	3.77
1453227_at	2.48	2.25	3.48	4.12	4.01	2.23
1437739_a_at	3.5	3.21	4.62	5.07	5.16	3.3
1438106_at	2.3	2.15	3.5	4.08	3.91	1.97
1416318_at	3.16	3.16	4.22	4.65	4.85	3.1
1426355_a_at	8.94	9.1	10.26	10.75	10.63	8.94
1429729_at	3.85	3.12	4.57	5.32	5.3	3.44
1441298_at	2.81	2.54	3.76	4.38	4.43	2.65
1433833_at	4.46	4.37	5.73	5.83	5.76	4.01
1435642_at	3.33	3.62	4.48	5.2	5.15	3.53
1416211_a_at	3.38	3.43	4.49	4.89	5.12	3.41
1457920_at	3.34	3.07	4.39	4.99	5.36	3.4
1420939_at	2.43	2.45	3.74	4.32	4.04	2.44
1418043_at	2.29	2.42	3.67	4.17	4.11	2.45
1436989_s_at	3.8	3.21	4.66	5.53	5.48	3.87
1450716_at	2.9	2.75	4.06	4.78	4.87	2.88
1440800_at	3.69	3.75	5	5.6	5.43	3.76
1437589_x_at	7.33	7.16	8.62	9.23	9.45	7.48
1459411_at	3.1	3.18	4.44	4.93	4.8	3.08
1449193_at	3.03	3.31	4.35	5.05	4.95	3.15
1451409_at	5.83	6.03	7.72	7.9	7.82	6.22
1448852_at	2.77	2.67	3.9	4.5	4.32	2.68
1427658_at	4.74	4.49	5.64	6.7	6.55	4.85
1426126_a_at	4.88	4.72	6.08	6.71	6.68	4.96
1425469_a_at	7.11	7.33	9.21	9.28	9.16	7.45
1438886_at	3.4	3.74	4.65	5.52	5.42	3.49
1442486_at	2.6	2.7	3.62	4.36	4.24	2.56
1438091_a_at	11.23	11.12	12.3	12.62	12.56	10.82
1436600_at	2.37	2.46	3.64	4.08	4.12	2.27
1432760_at	2.46	2.42	3.79	4.17	4.07	2.35
1441753_at	4.65	4.59	5.94	6.4	6.25	4.54
1453829_at	3.45	3.52	4.94	5.36	5.42	3.49
1452382_at	2.57	2.59	3.72	4.49	3.98	2.32
1427931_s_at	5.88	6.14	7.09	7.55	7.51	5.58
1420967_at	4.47	4.79	5.56	6.41	6.56	4.77
AFFX-BioC-3_at	8.29	8.4	9.57	9.86	9.73	7.95
1453097_a_at	8.49	8.49	9.97	10.29	10.25	8.43
1423498_at	3.6	3.36	4.71	5.23	5.24	3.37
1415716_a_at	12.42	12.42	13.8	14.29	14.18	12.49
1422033_a_at	5.1	5.12	6.43	7.01	7.02	5
1429257_at	5.03	4.89	6.08	6.84	6.51	4.86
1452676_a_at	7.9	7.96	9.04	9.59	9.24	7.74
1431575_at	3.5	3.56	4.61	5.37	5.11	3.43
1416075_at	7.67	7.64	8.66	9.16	9.23	7.48
1421965_s_at	2.7	2.75	3.94	4.47	4.56	2.75
1417520_at	2.84	2.92	3.91	4.53	4.46	2.65
1457308_at	3.08	2.56	4.07	4.61	4.43	2.62
1437127_at	3.57	3.69	4.63	5.36	5.41	3.46
1455301_at	3.62	3.8	4.75	5.39	5.37	3.9
1419663_at	2.41	2.55	3.59	4.29	3.92	2.45
1445531_at	2.76	2.92	3.84	4.53	4.5	2.64
1420397_a_at	6.31	6.77	7.81	8	8.2	6.31
1423264_at	8.43	8.67	9.81	10.17	10.16	8.33
1451193_x_at	7.63	7.5	8.72	9.25	9.07	7.43
1442075_at	2.35	2.2	3.45	4.32	4.23	2.28
1444162_at	2.88	2.74	3.93	4.71	4.65	2.87
1435375_at	6.73	7.02	8.2	8.51	8.48	6.64
1452285_a_at	11.41	11.42	12.71	13.15	13.2	11.34
1429489_at	6.61	6.62	8.18	8.3	8.53	6.65
1449904_at	3.6	3.78	4.94	5.57	5.67	3.79
1446251_at	3.39	3.46	4.62	5.14	5.08	3.41
1449559_at	4.39	4.2	5.4	5.8	5.93	4.04
1454275_at	2.96	2.73	3.94	4.58	4.54	2.82
1417342_at	3.41	3.52	4.82	5.37	5.51	3.54
1418212_at	5.05	4.91	6.04	6.82	6.57	4.9
1418071_s_at	7.73	7.81	9.02	9.35	9.27	7.62
1437321_at	3.43	3.46	4.84	5.25	5.16	3.47
1417921_at	9.81	9.87	10.98	11.62	11.44	9.77
1454977_at	7.07	7.2	8.45	8.91	8.94	7.16
1416771_at	8.42	8.32	9.39	10.21	10.06	8.27
1440089_at	2.46	2.83	3.89	4.44	4.26	2.62
1453135_at	4.3	4.24	5.1	5.97	5.64	3.91
1424531_a_at	2.89	2.97	4.05	4.7	4.45	2.73
1443622_at	3.74	3.2	4.76	5.26	5.23	3.25
1433878_at	8.76	8.96	10.14	10.46	10.39	8.58
1446387_at	3.96	3.93	5.58	5.95	5.96	4.15
1455318_at	2.72	2.82	3.88	4.46	4.43	2.51
1455169_at	3.68	3.57	4.78	5.41	5	3.45
1430303_at	3.75	4.03	5.32	5.91	5.68	4.43
1448176_a_at	10.92	10.81	12.06	12.72	12.69	10.93
1451921_a_at	3.78	3.28	4.85	5.41	5.17	3.55
1439848_at	2.72	2.75	4.01	4.75	4.48	2.76
1456658_at	2.58	2.58	3.85	4.65	4.29	2.57
1423610_at	9.97	9.99	11.15	11.64	11.47	9.74
1458958_at	3.44	3.45	4.52	5.17	4.95	3.41
1428545_at	6.68	6.78	8.02	8.59	8.75	6.86
1430411_at	2.96	3.14	4.24	4.96	4.57	3.1
1431362_a_at	2.63	2.75	3.75	4.29	4.22	2.45
1453523_at	3.08	3.18	4.73	5.15	4.9	3.38
1439134_s_at	3.76	3.81	5.26	5.69	5.51	3.92
1436531_at	5.79	6.11	7.25	7.24	7.28	5.7
1451477_at	6	5.95	6.11	6.12	6.93	5.16
1427117_at	7.78	7.41	8.86	9.52	9.47	7.61
1456415_at	5.05	4.9	6.58	7.05	6.74	5.54
1450771_at	2.1	2.18	3.39	3.94	3.81	2.2
1415687_a_at	8.1	7.96	9.1	9.75	9.75	7.94
1424214_at	3.31	3.47	4.54	5.15	5.21	3.33
1436796_at	7.72	7.9	9.09	9.47	9.28	7.56
1418974_at	6.48	6.41	7.7	8.12	7.96	6.24
1460149_at	2.77	2.8	3.78	4.49	4.56	2.76
1423827_s_at	8.76	8.89	10.28	10.54	10.34	8.68
1418980_a_at	6.59	6.73	8.01	8.29	8.33	6.69
1430573_s_at	4.4	4.46	5.5	6.26	6.25	4.33
1454780_at	3.39	3.19	4.37	5.17	4.82	3.04
1426424_at	6.07	6.16	7.29	7.88	7.78	6.07
1446257_at	3.82	3.39	4.75	5.15	5.07	3.42
1442683_at	5.15	5.07	6.15	6.91	6.97	5.09
1425313_at	3	2.88	3.78	4.32	4.46	2.64
1458361_at	3.01	2.92	4.52	4.56	4.84	2.87
1453145_at	6.39	6.37	7.21	8.35	7.97	6.2
1447438_at	4.11	4.09	5.16	5.81	5.73	4.06
1427003_at	7.17	7.02	8.2	9.03	8.88	7.29
1458296_at	2.76	2.54	3.94	4.53	4.3	2.66
1427042_at	2.21	2.03	3.39	3.98	3.67	1.97
1419700_a_at	3.17	2.85	4.46	4.7	4.58	2.72
1434391_at	6.14	5.95	7.12	7.67	7.67	5.68
1425662_at	2.64	2.58	3.63	4.18	4.17	2.31
1449523_at	7.55	7.67	8.97	9.18	9.2	7.5
1428633_at	4.96	5.53	6.52	6.79	6.52	5.13
1418293_at	5.48	5.63	6.74	7.23	7.4	5.55
1458641_at	4.42	4.44	5.67	6.47	6.41	4.44
1426922_s_at	7.13	7.3	8.87	9.1	9.05	7.4
1448669_at	3.83	3.73	4.72	5.15	5.13	3.41
1440147_at	2.39	2.67	3.96	4.47	4.42	2.73
1431871_at	2.52	2.87	3.95	4.51	4.63	2.71
1453648_at	4.46	4.51	5.6	6.47	6.53	4.46
1439549_at	3.84	3.93	5.21	5.69	5.75	3.83
1421891_at	6.2	6.36	7.69	7.6	7.55	5.94
1434780_at	3.19	3.2	4.71	4.98	5.01	3.24
1458488_at	3.88	4.37	5.44	5.8	5.75	3.81
1440673_at	2.91	2.86	3.8	4.26	4.36	2.69
1457715_at	3.33	3.35	4.44	5.01	5.09	3.17
1431929_a_at	5.37	5.45	6.48	7.01	6.97	5.04
1454167_at	3.87	3.84	5.28	5.74	5.66	3.87
1457340_at	2.72	2.95	4.03	4.42	4.53	2.99
1422434_a_at	2.73	2.66	3.87	4.46	4.26	2.83
1439739_at	3.32	3.34	4.75	5.18	5.11	3.48
1453795_at	7	6.97	7.92	8.65	8.52	6.88
1434512_x_at	8.69	8.69	9.95	10.59	10.46	8.74
1425440_x_at	3.05	3.2	4	4.78	4.83	3.12
1440668_at	3.35	3.61	4.87	5.37	5.43	3.83
1432700_at	2.39	2.43	3.44	3.96	4.21	2.25
1416629_at	8.03	8.35	9.74	10.28	10.38	8.04
1444777_at	3.48	3.27	4.46	4.97	4.88	3.12
1458701_at	2.48	2.87	4.19	4.31	4.62	2.91
1426755_at	5.77	5.73	7.5	7.53	7.45	5.89
1460364_at	5.78	5.72	7.02	7.57	7.68	5.76
1425285_a_at	5.63	4.98	6.68	7.59	7.44	5.36
1439720_at	4.06	4.22	5.31	5.79	5.9	4.01
1440286_at	3.04	2.96	4.28	4.75	4.84	3.07
1438557_x_at	8.17	8.02	9.17	10.05	10.13	8.26
1451786_at	4.76	4.48	6.01	6.64	6.65	4.74
1431250_at	3.59	3.56	4.79	5.51	5.44	3.7
1426035_at	4.19	4.36	5.33	6.12	6.15	4.39
1451934_at	3.33	3.4	4.51	4.77	4.81	3.02
1454572_at	3.08	3.06	4.09	4.69	4.63	3.02
1445962_at	2.37	2.55	3.65	4.06	4.19	2.42
1447503_at	2.71	2.88	3.42	4.85	4.4	2.71
1459403_at	4.61	4.7	5.86	6.28	6.35	4.26
1428600_at	6.83	6.89	8.24	8.48	8.57	6.71
1454591_at	3.81	3.77	5.02	5.44	5.55	3.57
1423107_at	9.38	9.23	10.44	11.35	11.18	9.47
1417363_at	5.69	5.68	6.63	7.02	7.16	5.34
1430950_at	2.58	2.73	3.57	4.22	4.38	2.56
1457490_at	2.83	2.53	3.95	4.27	4.41	2.38
1421365_at	3.5	3.71	4.76	5.22	5.33	3.45
1428759_s_at	5.91	6	7.31	7.69	7.73	6.02
1451628_a_at	2.53	2.58	3.52	4.32	4.03	2.46
1437813_at	4.68	4.74	6.11	6.33	6.42	4.09
1420757_at	2.12	2.33	3.54	3.93	3.86	1.98
1452230_at	8.15	8.21	9.29	9.88	9.81	8.1
1431740_at	2.66	2.89	3.76	4.41	4.45	2.61
1437010_a_at	2.61	2.82	3.74	4.37	4.44	2.43
1459809_x_at	2.23	2.12	3.39	3.94	3.88	2.27
1455072_at	7.39	7.48	8.45	9.25	9.28	7.46
1440475_at	2.57	2.51	3.65	4.29	4.18	2.39
1442673_at	3	3.06	4.45	4.82	4.89	3.2
1415861_at	2.42	2.29	3.49	4.22	4.07	2.49
1459473_at	2.21	2.42	3.57	4.16	4.04	2.22
1444596_at	2.57	2.82	3.8	4.43	4.46	2.7
1460618_x_at	2.76	2.68	3.94	4.26	4.25	2.76
1445395_at	4.06	3.56	5.11	5.67	5.29	3.57
1435637_at	4.65	5.1	6.06	6.66	6.68	5.09
1423016_a_at	2.7	2.86	3.87	4.32	4.41	2.49
1442789_at	3.96	3.99	5.01	5.57	5.61	3.62
1455580_at	5.16	5.26	6.23	7.1	6.93	5.57
1454645_at	6.8	6.77	7.99	8.48	8.58	6.68
1451785_at	2.61	2.47	3.67	4.23	4.12	2.51
1439591_at	2.58	2.56	3.63	4.2	4.02	2.56
1419371_s_at	8.41	8.44	9.81	10.15	10.05	8.42
1419858_at	2.64	2.7	3.79	4.71	4.4	2.63
1434822_at	7.87	7.96	9.15	9.65	9.53	7.81
1450894_a_at	9.92	9.87	11.13	11.67	11.67	9.89
1449849_a_at	6.79	6.83	8.2	8.54	8.52	6.7
1421967_at	3.24	3.18	4.47	4.99	4.88	3.1
1437310_at	2.74	2.89	4.01	4.86	4.62	2.81
1429601_x_at	3.51	3.39	4.24	5.24	5.22	3.24
1445829_at	3.6	3.83	5.01	5.58	5.6	3.88
1426157_a_at	2.87	2.97	4.03	4.82	4.7	2.81
1433016_s_at	3.38	3.12	4.54	5.02	5.1	3.17
1418760_at	7.11	7.06	8.05	8.84	8.82	6.94
1456076_at	2.42	2.39	3.73	4.28	4.23	2.39
1435307_at	2.31	2.6	4.01	4.28	4.1	2.6
1457658_x_at	4.37	4.52	5.44	6.75	5.99	4.49
1421189_at	3.61	3.68	4.67	5.23	5.25	3.51
1437897_at	2.88	2.77	4.1	4.81	4.53	2.92
1423356_at	5.61	5.8	6.87	7.14	7.26	5.49
1421895_at	9.96	9.72	11.04	11.86	11.68	9.92
1458123_at	3	3.04	4.16	4.68	4.84	2.96
1440929_at	2.42	2.75	3.91	4.38	4.25	2.39
1430444_at	3.11	3.37	4.5	5.05	5.01	3.04
1443299_at	2.89	3.04	4.15	4.88	4.81	2.99
1438306_at	2.25	2.16	3.46	4.02	3.87	2.11
1431851_at	3.06	2.77	4.35	4.64	4.7	2.96
1440636_at	4.21	4.47	5.36	5.85	5.89	4.17
1418871_a_at	3.1	2.78	4.04	4.76	4.71	2.93
1460137_at	2.63	2.94	4.15	4.46	4.56	2.39
1442876_at	2.82	2.85	4.13	4.57	4.34	2.83
1456931_at	2.99	3.04	4.52	4.64	4.78	3.25
1425607_at	4.72	4.78	5.67	6.35	6.2	4.4
1456490_at	4.01	4	5.2	5.88	5.8	3.93
1416481_s_at	3.77	3.74	4.57	5.55	5.45	3.79
1436554_at	6.81	6.8	8.09	8.67	8.43	6.79
1440724_at	5.78	5.79	6.95	7.45	7.51	5.79
1450744_at	7.98	8.27	9.68	9.6	9.49	7.87
1428398_at	3.43	3.63	5.12	5.68	5.29	3.93
1437258_at	2.93	2.76	3.96	4.64	4.59	2.81
1440913_at	3.92	4.28	5.3	5.99	5.93	4.18
1448138_at	7.47	7.73	8.92	9.24	9.23	7.4
1449877_s_at	6.78	6.79	7.69	8.68	8.52	6.42
1458026_at	2.6	2.45	3.84	4.3	4.25	2.25
1451444_s_at	5.09	5	6.37	6.64	6.57	4.79
1439371_x_at	7.46	7.61	8.62	9.32	9.07	7.32
1459145_at	4.23	3.96	5.6	6	5.9	4.18
1452541_at	4.6	4.44	5.66	6.22	6.13	4.42
1417930_at	8.01	8.33	9.72	9.72	9.72	8.23
1418667_at	5.59	5.27	6.87	7.2	7.09	5.71
1427322_at	3.38	3.57	4.84	5.39	5.4	3.45
1433409_at	3.54	3.51	4.65	5.15	5.21	3.27
1450636_s_at	4.04	4.02	5.24	5.8	5.78	3.92
1447532_at	3.55	3.37	4.64	5.41	5.28	3.3
1457175_at	3.03	2.78	4.19	4.65	4.62	2.81
1423249_at	7.14	7.11	8.75	8.92	8.83	7.24
1441662_at	2.35	2.46	3.55	4.28	4.19	2.39
1458996_at	2.88	2.63	4.01	4.53	4.49	2.8
1457167_at	3.9	4.08	5.49	5.57	5.52	4.06
1449089_at	5.96	5.66	7.59	8.23	8.28	6.63
1425195_a_at	8.76	8.63	9.19	10.25	10.19	8.33
1459942_at	3.21	3.61	4.71	4.9	4.93	3.3
1423186_at	2.69	2.65	3.89	4.35	4.45	2.85
1424745_at	6.61	6.92	8.02	8.11	8	6.36
1456669_at	2.82	2.81	4.06	4.56	4.43	2.73
1429140_at	5.69	5.65	6.81	7.45	7.41	5.52
1446416_at	2.58	2.44	3.85	4.21	4.24	2.35
1457790_at	2.38	2.46	3.71	4.2	4.05	2.32
1453090_x_at	1.99	2.17	3.3	3.86	3.88	2.04
1440920_at	4.45	4.5	5.51	6.23	6.22	4.51
1447971_at	2.85	2.73	4.07	4.73	4.58	2.77
1428611_at	5.78	5.8	6.95	7.59	7.48	5.72
1416566_at	9.58	9.81	11.13	11.39	11.33	9.58
1450073_at	6.82	6.58	7.84	8.72	8.33	6.71
1421631_at	2.74	2.75	4.12	4.27	4.5	2.64
1416219_at	12.75	12.75	14	14.49	14.47	12.71
1417245_at	6.84	6.78	7.85	8.42	8.4	6.61
1445704_x_at	2.29	2.2	3.35	3.93	3.96	2.18
1423136_at	3.14	2.91	4.04	4.73	4.69	2.93
1447989_at	3.4	3.4	4.58	5.09	5.08	3.34
1420057_at	4.52	4.32	5.58	6.17	6.14	4.27
